time,Tank2OutFlow,Tank2.puddle,Tank3OutFlow,Tank2.level,wt3_valve
0,0,0.022567583,0,0,0
0.05,0,0.022567583,0,0,0
0.1,0,0.022567583,0,0,0
0.15,0,0.022567583,0,0,0
0.2,0,0.022567583,0,0,0
0.25,0,0.022567583,0,0,0
0.3,0,0.022567583,0,0,0
0.35,0,0.022567583,0,0,0
0.4,0,0.022567583,0,0,0
0.45,0,0.022567583,0,0,0
0.5,0,0.022567583,0,0,0
0.55,0,0.022567583,0,0,0
0.6,0,0.022567583,0,0,0
0.65,0,0.022567583,0,0,0
0.7,0,0.022567583,0,0,0
0.75,0,0.022567583,0,0,0
0.8,0,0.022567583,0,0,0
0.85,0,0.022567583,0,0,0
0.9,0,0.022567583,0,0,0
0.95,0,0.022567583,0,0,0
1,0,0.022567583,0,0,0
1.05,0,0.022567583,0,0,0
1.1,0,0.022567583,0,0,0
1.15,0,0.022567583,0,0,0
1.2,0,0.022567583,0,0,0
1.25,0,0.022567583,0,0,0
1.3,0,0.022567583,0,0,0
1.35,0,0.022567583,0,0,0
1.4,0,0.022567583,0,0,0
1.45,0,0.022567583,0,0,0
1.5,0,0.022567583,0,0,0
1.55,0,0.022567583,0,0,0
1.6,0,0.022567583,0,0,0
1.65,0,0.022567583,0,0,0
1.7,0,0.022567583,0,0,0
1.75,0,0.022567583,0,0,0
1.8,0,0.022567583,0,0,0
1.85,0,0.022567583,0,0,0
1.9,0,0.022567583,0,0,0
1.95,0,0.022567583,0,0,0
2,0,0.022567583,0,0,0
2.05,0,0.022567583,0,0,0
2.1,0,0.022567583,0,0,0
2.15,2.43E-04,0.022567583,0,0,0
2.2,0.00207976,0.022567583,0,8.92E-06,0
2.25,0.006155907,0.022567583,0,1.28E-04,0
2.3,0.008048791,0.022567583,0,3.60E-04,0
2.35,0.009837474,0.022567583,0,8.37E-04,0
2.4,0.011853142,0.022567583,0,0.00122439,0
2.45,0.015897603,0.022567583,0,0.001928859,0
2.5,0.017750586,0.022567583,0,0.002551282,0
2.55,0.019479675,0.022567583,0,0.00361014,0
2.6,0.02145641,0.022567583,0,0.004383564,0
2.65,0.02544326,0.022567583,0,0.005664359,0
2.7,0.027258198,0.022567583,0,0.0066688,0
2.75,0.028930617,0.022567583,0,0.008298242,0
2.8,0.030869799,0.022567583,0,0.009449892,0
2.85,0.034800624,0.022567583,0,0.011295616,0
2.9,0.036578406,0.022567583,0,0.012674538,0
2.95,0.038195374,0.022567583,0,0.014863317,0
3,0.040097773,0.022567583,0,0.016385742,0
3.05,0.043973699,0.022567583,0,0.018785267,0
3.1,0.045715064,0.022567583,0,0.020531295,0
3.15,0.047277677,0.022567583,0,0.023268394,0
3.2,0.04914402,0.022567583,0,0.025154293,0
3.25,0.05296613,0.022567583,0,0.028096713,0
3.3,0.054671795,0.022567583,0,0.030202618,0
